epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3094.93,0.70088,0.4196,1.01844,0.97479,0.97307,0.98006,0.86992,0.71643,0.40058,1.02845,0.0005075,0.0005075,0.0005075
182,3111.83,0.68533,0.41181,1.01541,0.98107,0.96448,0.98055,0.87198,0.7091,0.40397,1.02184,0.000503375,0.000503375,0.000503375
183,3128.95,0.69083,0.42348,1.01886,0.97967,0.96294,0.97921,0.87046,0.70874,0.40136,1.02927,0.00049925,0.00049925,0.00049925
184,3146.08,0.69248,0.41507,1.02047,0.98199,0.96673,0.98004,0.86407,0.72513,0.40262,1.0344,0.000495125,0.000495125,0.000495125
185,3163.05,0.67911,0.40101,1.0058,0.97751,0.97093,0.98116,0.87158,0.70704,0.39623,1.0198,0.000491,0.000491,0.000491
186,3180.31,0.68793,0.42061,1.01727,0.97592,0.96702,0.98084,0.87372,0.70221,0.40369,1.01773,0.000486875,0.000486875,0.000486875
187,3197.36,0.68138,0.40591,1.01112,0.98091,0.9665,0.97932,0.86857,0.70935,0.39997,1.02308,0.00048275,0.00048275,0.00048275
188,3214.02,0.67915,0.40853,1.01486,0.98089,0.9661,0.97979,0.87088,0.70402,0.39957,1.02123,0.000478625,0.000478625,0.000478625
189,3231,0.68906,0.41916,1.02353,0.98404,0.96529,0.98034,0.86951,0.70113,0.39758,1.01929,0.0004745,0.0004745,0.0004745
190,3248.17,0.66249,0.40188,1.00436,0.98332,0.96597,0.98089,0.87249,0.70495,0.39588,1.02869,0.000470375,0.000470375,0.000470375
191,3265.33,0.67893,0.41221,1.01152,0.98294,0.96701,0.97977,0.87212,0.70361,0.40474,1.02316,0.00046625,0.00046625,0.00046625
192,3282,0.66072,0.39966,1.00018,0.98278,0.96152,0.97996,0.87193,0.70612,0.40316,1.0237,0.000462125,0.000462125,0.000462125
193,3299.26,0.6707,0.41006,1.00519,0.97971,0.96743,0.98144,0.87593,0.69285,0.39694,1.01555,0.000458,0.000458,0.000458
194,3316.01,0.67092,0.40317,1.00755,0.98658,0.96529,0.9818,0.87809,0.69875,0.39437,1.01722,0.000453875,0.000453875,0.000453875
195,3332.53,0.67732,0.40713,1.01682,0.97671,0.97151,0.9807,0.87405,0.70639,0.3907,1.03055,0.00044975,0.00044975,0.00044975
196,3348.97,0.66776,0.40614,1.00622,0.98432,0.9661,0.98024,0.87333,0.71237,0.39478,1.03576,0.000445625,0.000445625,0.000445625
197,3365.68,0.65422,0.39831,1.00496,0.98427,0.96458,0.98117,0.87701,0.70367,0.39319,1.02847,0.0004415,0.0004415,0.0004415
198,3382.16,0.67591,0.40003,1.01221,0.9858,0.96589,0.98052,0.87672,0.7024,0.39129,1.02349,0.000437375,0.000437375,0.000437375
199,3398.42,0.65819,0.39876,1.00548,0.98271,0.9658,0.98089,0.87113,0.70585,0.38925,1.02856,0.00043325,0.00043325,0.00043325
200,3414.87,0.6691,0.40396,1.00502,0.9789,0.97016,0.98091,0.87626,0.6999,0.39035,1.02655,0.000429125,0.000429125,0.000429125
201,3431.38,0.66233,0.40182,1.01404,0.98068,0.96665,0.98102,0.87381,0.70245,0.3884,1.02522,0.000425,0.000425,0.000425
202,3447.83,0.66559,0.40017,1.0056,0.98625,0.96098,0.98076,0.87492,0.70541,0.39078,1.02213,0.000420875,0.000420875,0.000420875
203,3464.12,0.64955,0.39269,0.99089,0.97963,0.97114,0.98122,0.87821,0.69073,0.38619,1.01277,0.00041675,0.00041675,0.00041675
204,3480.94,0.65806,0.39228,1.00189,0.97383,0.97033,0.98065,0.87509,0.70039,0.38927,1.02282,0.000412625,0.000412625,0.000412625
205,3497.5,0.65745,0.3945,0.99978,0.98424,0.96753,0.9812,0.87647,0.70337,0.38415,1.0247,0.0004085,0.0004085,0.0004085
206,3513.83,0.65829,0.3938,1.00709,0.98108,0.96625,0.98093,0.88074,0.69362,0.38351,1.01509,0.000404375,0.000404375,0.000404375
207,3530.33,0.65653,0.39125,1.00094,0.98288,0.96439,0.98074,0.87739,0.69602,0.39429,1.01435,0.00040025,0.00040025,0.00040025
208,3546.92,0.66032,0.3943,1.00101,0.98264,0.96469,0.9806,0.87459,0.69853,0.38316,1.02038,0.000396125,0.000396125,0.000396125
209,3563.53,0.65095,0.39307,1.00759,0.98404,0.96942,0.98218,0.87531,0.70538,0.37785,1.02862,0.000392,0.000392,0.000392
210,3579.74,0.65189,0.39089,1.008,0.98508,0.96971,0.98281,0.87728,0.69388,0.38436,1.02133,0.000387875,0.000387875,0.000387875
211,3596.16,0.63717,0.38441,1.0023,0.9855,0.96494,0.9818,0.87512,0.69809,0.38414,1.01937,0.00038375,0.00038375,0.00038375
212,3612.9,0.64801,0.39037,1.00154,0.98016,0.97141,0.98163,0.87559,0.70217,0.38269,1.01991,0.000379625,0.000379625,0.000379625
213,3629.47,0.64773,0.39781,1.00123,0.97969,0.9728,0.98148,0.87596,0.70513,0.3877,1.02696,0.0003755,0.0003755,0.0003755
214,3646.02,0.64829,0.39314,1.00334,0.98133,0.96717,0.98071,0.8755,0.704,0.39728,1.02475,0.000371375,0.000371375,0.000371375
215,3663.18,0.64615,0.38984,0.99877,0.98817,0.96635,0.98102,0.87492,0.70285,0.3967,1.02856,0.00036725,0.00036725,0.00036725
216,3680.86,0.64905,0.39151,1.0007,0.98348,0.96974,0.98178,0.87886,0.6983,0.38416,1.02693,0.000363125,0.000363125,0.000363125
217,3697.41,0.65738,0.393,1.00482,0.98257,0.96887,0.98055,0.87739,0.70381,0.38879,1.02558,0.000359,0.000359,0.000359
218,3713.72,0.64149,0.38778,0.99662,0.98966,0.96577,0.97997,0.87622,0.70949,0.3876,1.02931,0.000354875,0.000354875,0.000354875
219,3730.57,0.64311,0.38648,0.99355,0.98747,0.96724,0.98112,0.87576,0.70128,0.38641,1.03026,0.00035075,0.00035075,0.00035075
220,3747.01,0.62804,0.38177,0.99473,0.98426,0.96624,0.98059,0.8776,0.69413,0.38722,1.01809,0.000346625,0.000346625,0.000346625
221,3763.2,0.62308,0.37493,0.99005,0.98592,0.96765,0.98121,0.87933,0.69886,0.3844,1.02048,0.0003425,0.0003425,0.0003425
222,3780.07,0.64531,0.39111,0.99996,0.97815,0.97073,0.97997,0.87611,0.70023,0.38552,1.02377,0.000338375,0.000338375,0.000338375
223,3796.57,0.6277,0.38042,0.99208,0.976,0.97073,0.98031,0.8764,0.70613,0.39298,1.0291,0.00033425,0.00033425,0.00033425
224,3813.04,0.62223,0.37614,0.98742,0.98437,0.96617,0.9807,0.87429,0.71173,0.39179,1.03124,0.000330125,0.000330125,0.000330125
225,3829.54,0.62792,0.3831,0.99355,0.98558,0.96352,0.98033,0.87542,0.70873,0.39277,1.02678,0.000326,0.000326,0.000326
226,3846.12,0.6341,0.37915,0.99454,0.9861,0.96829,0.98097,0.87964,0.69742,0.38792,1.0207,0.000321875,0.000321875,0.000321875
227,3862.82,0.62434,0.38044,0.99448,0.98384,0.96785,0.98038,0.87635,0.70217,0.39345,1.02761,0.00031775,0.00031775,0.00031775
228,3879.23,0.62424,0.37854,0.9908,0.98131,0.96849,0.98018,0.87892,0.69602,0.37995,1.02657,0.000313625,0.000313625,0.000313625
229,3895.64,0.63623,0.38582,0.98649,0.98319,0.96772,0.9803,0.87674,0.69868,0.37938,1.02765,0.0003095,0.0003095,0.0003095
230,3912.59,0.62336,0.37481,0.98709,0.98552,0.96853,0.98091,0.87893,0.69258,0.38409,1.0225,0.000305375,0.000305375,0.000305375
231,3929.28,0.62884,0.37943,1.00119,0.99015,0.96951,0.98153,0.88011,0.69597,0.37984,1.03012,0.00030125,0.00030125,0.00030125
232,3945.65,0.60673,0.36917,0.97398,0.98738,0.96662,0.97987,0.87901,0.70508,0.3925,1.02822,0.000297125,0.000297125,0.000297125
233,3962.35,0.6271,0.38598,0.99474,0.98535,0.97165,0.98017,0.88143,0.69505,0.38246,1.02642,0.000293,0.000293,0.000293
234,3979.08,0.616,0.37165,0.97876,0.98308,0.96913,0.9808,0.88145,0.6999,0.37281,1.03178,0.000288875,0.000288875,0.000288875
235,3995.79,0.60254,0.36011,0.97945,0.98619,0.96722,0.9801,0.87669,0.69982,0.37996,1.03159,0.00028475,0.00028475,0.00028475
236,4012.26,0.61904,0.37477,0.98911,0.9851,0.96597,0.97983,0.87774,0.69349,0.37843,1.02479,0.000280625,0.000280625,0.000280625
237,4029.23,0.61516,0.37186,0.98156,0.97938,0.97033,0.9796,0.87914,0.6902,0.37889,1.01922,0.0002765,0.0002765,0.0002765
238,4046.35,0.59987,0.35956,0.98183,0.98406,0.9632,0.97995,0.87839,0.69135,0.38176,1.02063,0.000272375,0.000272375,0.000272375
239,4063.1,0.61345,0.37008,0.98388,0.98656,0.96529,0.98062,0.87883,0.70628,0.38443,1.03007,0.00026825,0.00026825,0.00026825
240,4080.3,0.60511,0.36429,0.97762,0.98763,0.96576,0.97999,0.87807,0.70304,0.38507,1.0292,0.000264125,0.000264125,0.000264125
241,4097.15,0.60935,0.36715,0.97687,0.97983,0.97236,0.97988,0.87823,0.70163,0.38825,1.0312,0.00026,0.00026,0.00026
242,4114.39,0.60917,0.36487,0.98414,0.98442,0.96828,0.98028,0.87728,0.70149,0.38464,1.03005,0.000255875,0.000255875,0.000255875
243,4131.09,0.59238,0.36514,0.97832,0.98389,0.96841,0.98013,0.88008,0.70266,0.38628,1.02846,0.00025175,0.00025175,0.00025175
244,4148.46,0.60544,0.37025,0.97942,0.97956,0.97085,0.98076,0.87859,0.70223,0.38158,1.02768,0.000247625,0.000247625,0.000247625
245,4165.81,0.60857,0.36422,0.97546,0.98132,0.97236,0.98099,0.87627,0.71213,0.38473,1.03493,0.0002435,0.0002435,0.0002435
246,4182.57,0.60594,0.36615,0.9783,0.97764,0.9735,0.98016,0.87922,0.70004,0.38554,1.02676,0.000239375,0.000239375,0.000239375
247,4199.7,0.59839,0.36392,0.97336,0.98679,0.9665,0.98078,0.8824,0.70333,0.38071,1.03182,0.00023525,0.00023525,0.00023525
248,4216.52,0.61041,0.36795,0.9785,0.98465,0.96732,0.98174,0.88065,0.70621,0.38185,1.02995,0.000231125,0.000231125,0.000231125
249,4233.88,0.61071,0.3664,0.98343,0.98694,0.96453,0.98104,0.88,0.69961,0.3846,1.02571,0.000227,0.000227,0.000227
250,4250.66,0.60277,0.36057,0.9805,0.9852,0.96876,0.98096,0.88186,0.70229,0.38253,1.02298,0.000222875,0.000222875,0.000222875
251,4268.01,0.61252,0.37356,0.98647,0.98657,0.97023,0.98112,0.8838,0.69966,0.38355,1.02301,0.00021875,0.00021875,0.00021875
252,4285.03,0.59241,0.35941,0.97709,0.9854,0.96488,0.98133,0.87902,0.69777,0.3819,1.02316,0.000214625,0.000214625,0.000214625
253,4302.18,0.59471,0.36114,0.97877,0.98218,0.96812,0.98087,0.88263,0.69086,0.38039,1.02448,0.0002105,0.0002105,0.0002105
254,4319.43,0.59158,0.35511,0.96829,0.98046,0.97178,0.98103,0.87954,0.69614,0.38805,1.02693,0.000206375,0.000206375,0.000206375
255,4335.99,0.60625,0.36584,0.97888,0.98148,0.96937,0.98095,0.87871,0.70028,0.38484,1.03209,0.00020225,0.00020225,0.00020225
256,4352.77,0.5991,0.36588,0.98143,0.98408,0.96529,0.98103,0.88182,0.70194,0.38413,1.03204,0.000198125,0.000198125,0.000198125
257,4369.7,0.58618,0.35602,0.97084,0.9775,0.97108,0.9808,0.88061,0.6993,0.38208,1.02875,0.000194,0.000194,0.000194
258,4386.84,0.60174,0.36488,0.98078,0.98713,0.96587,0.98046,0.87964,0.69417,0.38092,1.02371,0.000189875,0.000189875,0.000189875
259,4403.73,0.60234,0.36136,0.9786,0.9875,0.96366,0.9806,0.88139,0.69246,0.37898,1.02092,0.00018575,0.00018575,0.00018575
260,4421.17,0.59349,0.36045,0.97663,0.98367,0.97111,0.98062,0.88288,0.69336,0.37741,1.01979,0.000181625,0.000181625,0.000181625
261,4438.31,0.59254,0.35858,0.98006,0.98517,0.9661,0.9799,0.87905,0.69895,0.38183,1.02576,0.0001775,0.0001775,0.0001775
262,4455.08,0.56878,0.34501,0.9668,0.97845,0.97276,0.98102,0.88027,0.70116,0.37827,1.02841,0.000173375,0.000173375,0.000173375
263,4472.22,0.57365,0.34948,0.96174,0.98695,0.96588,0.98046,0.88165,0.69108,0.37401,1.01929,0.00016925,0.00016925,0.00016925
264,4488.91,0.58818,0.35171,0.97119,0.98641,0.96472,0.98075,0.88277,0.69134,0.37249,1.02099,0.000165125,0.000165125,0.000165125
265,4506.05,0.57591,0.34348,0.96087,0.98702,0.96735,0.98097,0.88315,0.69721,0.3688,1.03021,0.000161,0.000161,0.000161
266,4522.86,0.58044,0.34815,0.9721,0.98072,0.97049,0.98038,0.88554,0.69443,0.37225,1.02892,0.000156875,0.000156875,0.000156875
267,4539.99,0.58181,0.35381,0.97182,0.98305,0.96935,0.98131,0.88254,0.68987,0.37106,1.02509,0.00015275,0.00015275,0.00015275
268,4556.65,0.57608,0.35307,0.96439,0.98691,0.96768,0.98051,0.8809,0.69485,0.37282,1.02859,0.000148625,0.000148625,0.000148625
269,4573.64,0.57827,0.3521,0.96826,0.98665,0.9694,0.9809,0.88149,0.6928,0.37529,1.0307,0.0001445,0.0001445,0.0001445
270,4590.63,0.57237,0.34332,0.96362,0.9861,0.96874,0.98029,0.88316,0.69304,0.37341,1.02918,0.000140375,0.000140375,0.000140375
271,4607.27,0.56404,0.34071,0.96101,0.9871,0.96757,0.98015,0.88151,0.69243,0.37242,1.0294,0.00013625,0.00013625,0.00013625
272,4624.43,0.56999,0.34827,0.9669,0.98223,0.97153,0.98017,0.88425,0.68988,0.37228,1.02945,0.000132125,0.000132125,0.000132125
273,4641.43,0.55983,0.33993,0.96206,0.97871,0.97218,0.97982,0.88287,0.69264,0.37633,1.03145,0.000128,0.000128,0.000128
274,4658.33,0.56713,0.3434,0.96203,0.98193,0.96986,0.98065,0.88192,0.69487,0.37599,1.03363,0.000123875,0.000123875,0.000123875
275,4674.85,0.57916,0.35316,0.97171,0.98363,0.9665,0.98058,0.88366,0.69019,0.3757,1.03258,0.00011975,0.00011975,0.00011975
276,4691.62,0.56137,0.34402,0.9628,0.98454,0.96739,0.98,0.87979,0.69296,0.37611,1.0348,0.000115625,0.000115625,0.000115625
277,4707.97,0.56929,0.3474,0.97237,0.98354,0.96798,0.98044,0.88404,0.69231,0.37772,1.02946,0.0001115,0.0001115,0.0001115
278,4724.29,0.57403,0.34775,0.96236,0.98574,0.96732,0.98102,0.88394,0.68576,0.37293,1.02425,0.000107375,0.000107375,0.000107375
279,4741.19,0.57187,0.34795,0.96488,0.98458,0.96817,0.98097,0.88588,0.68723,0.37186,1.0257,0.00010325,0.00010325,0.00010325
280,4757.8,0.57756,0.35191,0.97126,0.98472,0.96732,0.98064,0.88547,0.69148,0.37469,1.02966,9.9125e-05,9.9125e-05,9.9125e-05
281,4774.49,0.5654,0.34431,0.9657,0.98634,0.96484,0.98014,0.88339,0.68923,0.3748,1.02494,9.5e-05,9.5e-05,9.5e-05
282,4790.98,0.5538,0.33939,0.94913,0.98118,0.96898,0.98119,0.88411,0.68887,0.37151,1.02524,9.0875e-05,9.0875e-05,9.0875e-05
283,4807.86,0.56978,0.34521,0.96299,0.98339,0.96649,0.98107,0.884,0.6868,0.37531,1.02436,8.675e-05,8.675e-05,8.675e-05
284,4824.13,0.55876,0.34225,0.95404,0.98223,0.96793,0.98062,0.88312,0.68762,0.37528,1.02548,8.2625e-05,8.2625e-05,8.2625e-05
285,4840.69,0.55374,0.33585,0.9611,0.98598,0.9682,0.98113,0.88521,0.68921,0.37561,1.02641,7.85e-05,7.85e-05,7.85e-05
286,4856.96,0.55709,0.34327,0.96025,0.98609,0.9665,0.98136,0.88306,0.69095,0.37545,1.02648,7.4375e-05,7.4375e-05,7.4375e-05
287,4873.79,0.55761,0.34617,0.96394,0.98647,0.96772,0.98137,0.88159,0.69203,0.37573,1.02687,7.025e-05,7.025e-05,7.025e-05
288,4890.2,0.55018,0.33535,0.95635,0.98439,0.96795,0.98159,0.88286,0.69196,0.37265,1.02809,6.6125e-05,6.6125e-05,6.6125e-05
289,4906.89,0.55809,0.33865,0.96352,0.98549,0.96772,0.98149,0.88371,0.68847,0.37107,1.0271,6.2e-05,6.2e-05,6.2e-05
290,4923.65,0.55733,0.33998,0.96194,0.98144,0.97267,0.98116,0.88272,0.69065,0.37225,1.02881,5.7875e-05,5.7875e-05,5.7875e-05
291,4940.78,0.4436,0.2628,0.88696,0.98549,0.96807,0.98092,0.88233,0.69366,0.37144,1.0315,5.375e-05,5.375e-05,5.375e-05
292,4957.42,0.44424,0.26039,0.88406,0.98709,0.96877,0.9811,0.88142,0.69259,0.3702,1.03196,4.9625e-05,4.9625e-05,4.9625e-05
293,4973.82,0.43939,0.25808,0.88428,0.98564,0.96869,0.98034,0.88199,0.6924,0.37212,1.03181,4.55e-05,4.55e-05,4.55e-05
294,4990.5,0.43711,0.25654,0.88082,0.98554,0.96718,0.98043,0.88284,0.68843,0.37163,1.02951,4.1375e-05,4.1375e-05,4.1375e-05
295,5006.6,0.43802,0.25644,0.87728,0.98533,0.96827,0.98059,0.88219,0.68987,0.37012,1.03007,3.725e-05,3.725e-05,3.725e-05
296,5023.52,0.42362,0.25038,0.87562,0.98543,0.96795,0.98064,0.88302,0.68959,0.37031,1.0287,3.3125e-05,3.3125e-05,3.3125e-05
297,5040.87,0.43439,0.25274,0.88412,0.98555,0.96742,0.98046,0.88144,0.6912,0.37347,1.02876,2.9e-05,2.9e-05,2.9e-05
298,5057.18,0.43011,0.25091,0.8746,0.9881,0.96551,0.98073,0.883,0.6911,0.37251,1.02967,2.4875e-05,2.4875e-05,2.4875e-05
299,5073.88,0.43008,0.2526,0.87664,0.98713,0.96883,0.9812,0.88429,0.69081,0.37407,1.03025,2.075e-05,2.075e-05,2.075e-05
300,5090.77,0.42787,0.25188,0.87365,0.98636,0.96877,0.98027,0.88424,0.68997,0.37398,1.0296,1.6625e-05,1.6625e-05,1.6625e-05
